,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
10,VahidRaben,"Geek, infoSec, international politiks, gender and Danish relations. IT-infrastrukture & encryption! usually retweets.",Trekroner,354,76,14206,21,"Det håbløse er jo ikke kun @Spolitik som igen og igen viser nye sider af uanstændighed på udlændingeområdet. Det håbløse er også de tomme trusler fra @SFpolitik , @Enhedslisten , @alternativet_ og @radikale …hvor langt skal vi ud før I stiller til ansvar og tør stå fast? #dkpol https://t.co/m8vsr3vbEY",[],2021-08-22 09:53:12
11,VahidRaben,"Geek, infoSec, international politiks, gender and Danish relations. IT-infrastrukture & encryption! usually retweets.",Trekroner,354,76,14206,15,"Denne ⁦@regeringDK⁩ ⁦@Spolitik⁩ ligninger mere og mere noget vi troede var fortid… overvågning, “meddelere”, umyndiggørelse af borgerne … Nej tak, siger jeg! #dkpol  https://t.co/xBTxX7BtA2",[],2021-08-22 09:51:51
12,EleLund,smilet er den korteste afstand mellem to mennesker. Victor Borge,"Nordjylland, Danmark",695,698,26756,0,"Interessant. Dejligt med sådanne ildsjæle i vores land! Det skal vi omfavne. Om man er atomkraft eller ej, så gør han noget! i år 2025 står det første flydende atomkraftværk klar. Det er simpelthen så imponerende! #klima #seaborg #tech #klimapolitik #dkpol https://t.co/kqDfHOLVY0",[],2021-08-22 09:50:28
13,AkbariNajiba,🌍 Verdensmålsambassadør           💼 Formand for AfghanDaanishFoundation                📚 Cand.scient.Pol                            ❤️‍🔥 🇦🇫🇩🇰🇪🇺,Denmark,246,95,110,0,"Hvorfor går du ind i kampen for at unge må gå med crop tops, hvis du ikke støtter kampen for at andre må bære hijab? Skal vi ikke alle være frie? #dkpol",['dkpol'],2021-08-22 09:50:03
14,CEPOS,Center for Politiske Studier (CEPOS) er en partipolitisk uafhængig borgerlig-liberal tænketank. #dkpol,,715,8437,5431,1,"Den danske model kan kun bringes til at fungere bedre på det offentlige arbejdsmarked ved at øge konkurrencen: Flere aktører, der konkurrerer indbyrdes om både medarbejdere og kunder. Frit valg til både borgere og medarbejdere. https://t.co/TULDB58Kx4 #dkpol #sundpol",[],2021-08-22 09:49:25
15,MartinCEPOS,"Direktør/President CEPOS, blogger på JP, klummer Kr. Dagbl, podcastvært ""Samfundstanker"" https://t.co/pXPR2FYtcc   Tel +45 4051 3929","København, Hovedstaden",1641,7619,8929,1,"Den danske model kan kun bringes til at fungere bedre på det offentlige arbejdsmarked ved at øge konkurrencen: Flere aktører, der konkurrerer indbyrdes om både medarbejdere og kunder. Frit valg til både borgere og medarbejdere. https://t.co/TULDB58Kx4 #dkpol #sundpol","['dkpol', 'sundpol']",2021-08-22 09:49:13
16,awakenchi1,"Venstreorienteret BUDDHIST med interesse for stort set ALT LIVET har at BYDE på...”Meditate 20 min a day, UNLESS you are too busy, THEN meditate an HOUR!”","Hovedstaden, Danmark",1048,622,69166,8,"Når mennesker der lever med hjemløshed, misbrug og psykisk sygdom ikke møder til aftale hos sagsbehandler, læge, tandlæge mm, så er årsagen den ulige adgang til sundhed. Kalder vi det manglende motivation, så bekræfter vi i den grad ulighedens eksistens #dkpol #dksocial #sundpol",[],2021-08-22 09:48:23
17,awakenchi1,"Venstreorienteret BUDDHIST med interesse for stort set ALT LIVET har at BYDE på...”Meditate 20 min a day, UNLESS you are too busy, THEN meditate an HOUR!”","Hovedstaden, Danmark",1048,622,69166,13,"Regering oplyser, at de har kendt til alvoren i Afganistan i mange måneder og kom ikke sent igang med evakuering. 
Samtidig oplyser regeringen, at de har tvangsudsendt afghanske flygtninge indtil kort før Talebans magtovertagelse.
Begge udsagn kan ikke være rigtige! #dkpol",[],2021-08-22 09:48:01
18,berlingske,Håndplukkede nyheder siden 1749. Men stadig utroligt frisk. // Berlingske is one of the leading newspapers in Denmark. Published in Copenhagen since 1749.,Danmark,570,150626,105524,2,"FREMTID

For Socialdemokratiet er der lighedstegn mellem partiets og Danmarks fremtid.

#dkpol #dkøko #dkbiz

https://t.co/vXuCRg4fEJ","['dkpol', 'dkøko', 'dkbiz']",2021-08-22 09:47:32
19,JesperC65,AGF fan og lidt til den knotne side,"Skovby, Skanderborg",91,44,2018,0,@rikkestenpigen Socialdemokratiet er et visionsløst parti - jeg har ingen anelse om hvad Frederiksens ide med Danmark er #dkpol,['dkpol'],2021-08-22 09:46:33
20,NicoleBenros,#NeoColonialism is real. So is #FreeTrade - there's a link called #ISDS 🌍,,324,135,5347,1,Hvad er nu dét her #dkPol/@LeaWermelin? Havbrug er en del af Danmarks nye havplan til trods for minister-nej https://t.co/1wouXexaVr,['dkPol'],2021-08-22 09:44:18
21,Berry1952K,#BIF 💛💙 #ManUtd 🔴🔴 #BVB 💛🖤 #juve  #Eubevægelsen 🇪🇺,Denmark 🇩🇰,1565,1158,149864,2,"FREMTID

For Socialdemokratiet er der lighedstegn mellem partiets og Danmarks fremtid.

#dkpol #dkøko #dkbiz

https://t.co/vXuCRg4fEJ","['dkpol', 'dkøko', 'dkbiz']",2021-08-22 09:44:03
22,ThomasBerntH,"Erhvervsredaktør på @berlingske, cand. polit. Mail: twbh@berlingske.dk Mobil: 40122232 #dkøko #dkpol #dkfinans #dkbiz #dkglobal",Danmark & Langeland,1018,7522,18559,2,"FREMTID

For Socialdemokratiet er der lighedstegn mellem partiets og Danmarks fremtid.

#dkpol #dkøko #dkbiz

https://t.co/vXuCRg4fEJ","['dkpol', 'dkøko', 'dkbiz']",2021-08-22 09:43:07
23,EleLund,smilet er den korteste afstand mellem to mennesker. Victor Borge,"Nordjylland, Danmark",695,698,26756,13,"Regering oplyser, at de har kendt til alvoren i Afganistan i mange måneder og kom ikke sent igang med evakuering. 
Samtidig oplyser regeringen, at de har tvangsudsendt afghanske flygtninge indtil kort før Talebans magtovertagelse.
Begge udsagn kan ikke være rigtige! #dkpol",[],2021-08-22 09:42:34
24,hende_Trine,"Hepper på fakta, frihed, forskellige farver, feminister, folkeskolen og fodbold⚪️🔴",,341,93,689,13,"Regering oplyser, at de har kendt til alvoren i Afganistan i mange måneder og kom ikke sent igang med evakuering. 
Samtidig oplyser regeringen, at de har tvangsudsendt afghanske flygtninge indtil kort før Talebans magtovertagelse.
Begge udsagn kan ikke være rigtige! #dkpol",[],2021-08-22 09:42:00
25,greenpeacedk,"Verdensomspændende miljøorganisation, i Danmark med speciale i klima, energi, landbrug og skov. Pressekontakt: 33 37 63 99.",København,5494,7778,10206,1,"Et symptom på en syg industriel produktion af levende sansende dyr, der i effektiviseringens navn presses til deres yderste for at levere hurtigt voksende koteletter til discountpris, der kan konkurrere selv på det kinesiske marked.
#dkpol #dkgreen
https://t.co/lM2XGfaQR3",[],2021-08-22 09:41:53
26,bettinaskou,#dkpol,Danmark,1332,341,45152,2,Ifølge radioavisen kan USA sandsynligvis ikke nå fristen og det er op til Taliban om de vil acceptere en forlængelse.  Så kan det ikke siges mere direkte. Det amerikanske militær opholder sig i Afghanistan på Talibans nåde. Biden har udstilles amerikansk militær som svage. #dkpol,[],2021-08-22 09:40:41
27,Mullarrd,"Nearsighted scrap pile, perpetual lefty. Searching to resist oppression and injustice in all its forms. Enjoying comic book heroes and makeup on the way.",Pangaea,518,537,40075,1,"2 trillioner dollars. 
21 år. 
+100.000 afghanere dræbt. 

Det var hjælp i nærområdet. 

#justsaying #dkpol","['justsaying', 'dkpol']",2021-08-22 09:38:02
28,Hannela70668962,,,326,180,6961,2,"15-årig pige blev gruppevoldtaget i et skur af tre udlændinge – den fjerde filmede voldtægten 

#dkpol #Haslev 

https://t.co/kbA6BGJQyp https://t.co/cz5XAotHOC","['dkpol', 'Haslev']",2021-08-22 09:37:34
29,Arthur_bjoern,,,47,19,42,0,Folk der frivilligt spiser rosinboller er uden tvivl satanister. #dkpol #coronavirus #inflation,"['dkpol', 'coronavirus', 'inflation']",2021-08-22 09:36:28
30,HettingClaus,"""Three things remain not long hidden: The Sun, the Moon, and the Truth.""
Journalist, tech expert, engineer, aerospace grad.",Denmark,2322,2747,16384,1,"Dejlig nyhed fra Solkysten! 

Naturligvis er det ude af proportioner og ik fornødent dokumenteret, at det skulle være nødvendigt at tjenere og kokke skal tjekke din lægejournal. 

#dkpol #kobjælder #Jura

https://t.co/EaLOkvwwWW",[],2021-08-22 09:35:51
31,Uffekoch,Byrådskandidat for 💚Veganerpartiet i Brønderslev Kommune & 📱Digital Erhvervskonsulent i BusinessAalborg,"Dronninglund, Denmark",2284,1834,3941,4,"Landmand smider døde grise i halmfyret og fortæller i retten, at det er normalt, at man dagligt afliver smågrise, der er for pjokkede til at vokse sig fede og rentable. 

Grotesk. Stop det. 

#dkpol 

https://t.co/lUNJTYCSHd",[],2021-08-22 09:35:41
32,JensJorgeMadsen,Pressechef i @Radikale • Tidl. Senior Advisor to DK's TechAmbassador + Digital Editor @Berlingske • Forfatter til “Vind Fremtiden” • Curious world citizen 🕺🏽,CPH - NYC - TOKYO - CALIFORNIA,804,1524,1905,1,"Meget sund fornuft i at lade dem, der kan og vil arbejde længere gøre det #dkpol #dkbiz https://t.co/DviCv31peX","['dkpol', 'dkbiz']",2021-08-22 09:34:08
33,Riis81417347,"DK female freedom-fighter, critic of Islam & socialism/communism
We will free Denmark and restore it piece by piece!
A Dane - currently working abroad.
#Freedom",,341,340,10892,2,"15-årig pige blev gruppevoldtaget i et skur af tre udlændinge – den fjerde filmede voldtægten 

#dkpol #Haslev 

https://t.co/kbA6BGJQyp https://t.co/cz5XAotHOC","['dkpol', 'Haslev']",2021-08-22 09:34:02
34,pernilleberg,"Passionista re. innovation, sustainability, entrepreneurship, research and FCK.","copenhagen, denmark",1143,1310,12240,21,"Det her er ikke bare en tragedie, der er ved at udfolde sig. Det her er et svigt uden sammenligning. Jeg skammer mig. Som dansker. Som europæer. Som kvinde. Som mor. Som datter. Som menneske. Det her sker i vores alles navn. Og det kunne være undgået. #dkmedier #dkpol https://t.co/Nk8wXEENKm",[],2021-08-22 09:33:51
35,EvaTingkaer,"Souschef, Radikale Venstre - M: 61624026",,2413,1890,5545,1,"Meget sund fornuft i at lade dem, der kan og vil arbejde længere gøre det #dkpol #dkbiz https://t.co/DviCv31peX","['dkpol', 'dkbiz']",2021-08-22 09:32:57
36,martinthage,"44years, married, 3 kids, +20years prof. sales experience",Denmark,589,94,3064,12,"Over 55.000 indberetninger om bivirkninger.. Minus alle dem lægen ikke vil indberette 🤷🏽‍♂️

#dkpol #dkmedier #covid19dk https://t.co/iWLdKtKSc7","['dkpol', 'dkmedier', 'covid19dk']",2021-08-22 09:32:57
37,KurtENielsen,It. Samfundsforhold. Demokratisk socialist uden de store illusioner. Feminist.,"Roskilde, Denmark",613,731,6252,13,"Regering oplyser, at de har kendt til alvoren i Afganistan i mange måneder og kom ikke sent igang med evakuering. 
Samtidig oplyser regeringen, at de har tvangsudsendt afghanske flygtninge indtil kort før Talebans magtovertagelse.
Begge udsagn kan ikke være rigtige! #dkpol",[],2021-08-22 09:32:38
38,SortSonofon,"artist, journalist, activist",Denmark,1437,1523,52273,2,"15-årig pige blev gruppevoldtaget i et skur af tre udlændinge – den fjerde filmede voldtægten 

#dkpol #Haslev 

https://t.co/kbA6BGJQyp https://t.co/cz5XAotHOC","['dkpol', 'Haslev']",2021-08-22 09:31:59
39,aguillonkarina,,"Risskov, Danmark",290,45,2580,29,Det er simpelthen noget forbandet vrøvl at afghanerne ikke ville kæmpe. De seneste måneder er mere end 500 afghanske soldater faldet i kamp hver måned. Men da den bundkorrupte regering kollapsede og den lovede amerikanske luftstøtte udeblev var der ikke mere at kæmpe for #dkpol,[],2021-08-22 09:30:55
40,Uffekoch,Byrådskandidat for 💚Veganerpartiet i Brønderslev Kommune & 📱Digital Erhvervskonsulent i BusinessAalborg,"Dronninglund, Denmark",2284,1834,3941,12,"Kødproduktionen kører med 1.100 døde pattegrise i snit i timen. 

Nye tal viser 26.600 døde pattegrise i døgnet, svarende til at hver fjerde gris dør, inden den bliver en måned. @DanJoergensen's mål var at få dødstallet ned på 16% i 2020, men det steg til 23,1%. #dkgreen #dkpol",[],2021-08-22 09:30:07
41,twhjerne,"Retweeter alle #twitterhjerne spørgsmål. Følg mig for at hjælpe andre! Ansvarlig er @kasperh. DM svares ikke, skriv til @kasperh",Danmark,2971,5933,93257,1,"SÅ er det her! 
“IngenTidAtSpilde-Tastaturet til sygeplejersker, veteraner, tolke, børn i Syrien og afdøde mink mfl.
Skriv til @regeringDK, når tiden er knap.
#twitterhjerne #dkmedier #dkpol https://t.co/SKWh0stnM8",[],2021-08-22 09:30:02
42,miklingenberg,,"København, Danmark",268,56,188,1,"SÅ er det her! 
“IngenTidAtSpilde-Tastaturet til sygeplejersker, veteraner, tolke, børn i Syrien og afdøde mink mfl.
Skriv til @regeringDK, når tiden er knap.
#twitterhjerne #dkmedier #dkpol https://t.co/SKWh0stnM8","['twitterhjerne', 'dkmedier', 'dkpol']",2021-08-22 09:29:44
43,mutter01,"Woman, mother, daughter, wife,hard working, danish and want people to have all the good things i have. I block anti-vaxx.

opinions are my own. NOT SINGLE",Denmark,3133,3003,37212,21,"Det her er ikke bare en tragedie, der er ved at udfolde sig. Det her er et svigt uden sammenligning. Jeg skammer mig. Som dansker. Som europæer. Som kvinde. Som mor. Som datter. Som menneske. Det her sker i vores alles navn. Og det kunne være undgået. #dkmedier #dkpol https://t.co/Nk8wXEENKm",[],2021-08-22 09:27:56
44,KarenSeneca,"Journalist. Skrivende, læsende, lyttende, talende, bloggende.","Copenhagen, Denmark",898,544,1310,21,"Det her er ikke bare en tragedie, der er ved at udfolde sig. Det her er et svigt uden sammenligning. Jeg skammer mig. Som dansker. Som europæer. Som kvinde. Som mor. Som datter. Som menneske. Det her sker i vores alles navn. Og det kunne være undgået. #dkmedier #dkpol https://t.co/Nk8wXEENKm",[],2021-08-22 09:27:07
45,ASAllarp,"Author, lawyer, radio presenter, journalist, columnist, and a shameless globalist at that",Copenhagen ,1015,1637,2203,0,"Venter tålmodigt på, at det danske samfund omfavner kvinders ligestilling så entusiastisk og flagende, som det omfavner Priden .. #gaypride #equality #dkpol #nationen","['gaypride', 'equality', 'dkpol', 'nationen']",2021-08-22 09:26:52
46,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323460,1,"Nu er jeg også Menneskerettighedsordfører for ⁦@KonservativeDK⁩ .For 5 År i træk går demokratier tilbage, #lgbt rettigheder knægtes, diktatorer og fundamentalismen vinder frem - men må ikke vinde! Det skal frihed og rettigheder 🗳🏳️‍🌈. #dihr #rettigheder #dkpol https://t.co/sOwmEozyFq",['lgbt'],2021-08-22 09:24:03
47,Ammitzboell_K,"Medlem af Folketinget, MF/MP, Konservative Folkeparti, Frederiksberg, Københavns Storkreds. Grøn omstilling, demokrati & rettigheder, og internationalt udsyn.",Danmark,1160,2098,1453,1,"Nu er jeg også Menneskerettighedsordfører for ⁦@KonservativeDK⁩ .For 5 År i træk går demokratier tilbage, #lgbt rettigheder knægtes, diktatorer og fundamentalismen vinder frem - men må ikke vinde! Det skal frihed og rettigheder 🗳🏳️‍🌈. #dihr #rettigheder #dkpol https://t.co/sOwmEozyFq","['lgbt', 'dihr', 'rettigheder', 'dkpol']",2021-08-22 09:23:11
48,PrivatNissen,Bekæmper sagsbehandlingsfejl og systemstress ✍ info@karinBnissen.dk ☎️ 42206038 💻https://t.co/1b14dEtX8b,"Ny Boder 10, Børkop",581,262,1257,1,"Det her er en retssikkerhedsmæssig katastrofe!! Løgn og bedrag på bekostning af sårbare menneskers liv og sikkerhed. @frederikwaage @SanneLM @Astridkrag @JakobSoelvhoej @charlottebroman @SamiraNawa #enmillionstemmer #dkhandicap #dkpol 

https://t.co/HmMhoAC5n9",[],2021-08-22 09:22:42
49,kamransarwar,From PakisDan🇵🇰🇩🇰 In Denmark for 40+ years. Talk World Affairs/Aviation/Tech/Travel. Tweets n Tweeps are both English/Urdu and Danish. IRONY is paramount,"CPH,LNDN,NYC,MILAN,OSLO,JAPAN",1369,3550,25954,1,"2 trillioner dollars. 
21 år. 
+100.000 afghanere dræbt. 

Det var hjælp i nærområdet. 

#justsaying #dkpol","['justsaying', 'dkpol']",2021-08-22 09:21:32
50,KristofVal,life love,,721,41,10116,12,"Taliban har hentet lister over NGO'er i Økonomiministeriet og går efter dem. Får sendt video som viser Taliban går fra dør til dør lige nu fra en NGO for børn, som jeg har hjulpet i 18 år. Alle sidder og ryster. Det er forfærdeligt.🥲@tv2nyhederne @politikdr #dkpol #afghanistan",[],2021-08-22 09:21:04
51,NicolaiTweets,"Nørd i presse, kommunikation og cykling. Elsker familie, venner, musik og fest. Kvidrer om #dkfinans #dkpol #dksocial og livet i almindelighed🤓","Copenhagen, Denmark",457,259,1867,0,"@politiken Hvis bare man havde haft bedre tid til at forberede tilbagetrækningen, og hvis dog bare forsvarets specialstyrker havde (fået lov) at lægge evakueringsplaner.

Men ingen kunne jo vide…

Hvis der nogensinde var brug for en uvildig kommissionsundersøgelse.
#dkpol",['dkpol'],2021-08-22 09:19:44
52,Bivi_17,"Human rights activist No justice, no peace ✌🏼",,4858,5716,569846,21,"Det her er ikke bare en tragedie, der er ved at udfolde sig. Det her er et svigt uden sammenligning. Jeg skammer mig. Som dansker. Som europæer. Som kvinde. Som mor. Som datter. Som menneske. Det her sker i vores alles navn. Og det kunne være undgået. #dkmedier #dkpol https://t.co/Nk8wXEENKm",[],2021-08-22 09:18:28
53,KristofVal,life love,,721,41,10116,4,"Polen fastholder stadig LGBT-frie zoner, hvilket er i modstrid med EU’s grundlæggende værdier om respekt for #ligestilling og #menneskerettigheder Derfor godt, at EU-Kommissionen i juli startede en retssag mod Polen 👏 #YouAreIncluded #dkpol #eudk https://t.co/OJeK0oAVT8 🏳️‍🌈",[],2021-08-22 09:18:26
54,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323460,1,"Næste weekend sætter @Banedanmark fokus på naturen langs banen ved et fremragende arrangement, en BioBlitz. Kom med til Rødbyhavn og vær med til at finde så mange forskellige dyr og planter som muligt på 24 timer! #biodiversitet #dknatur #dkpol #dktrp https://t.co/M0GE7sRQ6C",[],2021-08-22 09:16:03
55,RohlChristopher,"Gruppeformand for @radikale i Kbh & fhv landsformand for @radikalungdom / PhD studerende i fysik, snakker politik, ignorer fodboldstatistik / Tlf: 28862072",Kolding/København,1128,2817,13174,11,"I Danmark skal vi leve af uddannelse - både demokratisk og økonomisk. Og derfor er det skidt, at #dkpol har mistet interessen. Hvis vi skal have verdens bedste uddannelsessystem, har vi brug for investeringer, visioner og mod. https://t.co/K4fah3FIHb",['dkpol'],2021-08-22 09:15:21
56,BennyEngelbrech,Transportminister. Profil fører jeg ikke som minister. Henvendelse til mig rettes til trm@trm.dk pressevagt: 33110014 Tweeter om #dkpol #dktrp #cykelminister,Danmark,3651,20866,28139,1,"Næste weekend sætter @Banedanmark fokus på naturen langs banen ved et fremragende arrangement, en BioBlitz. Kom med til Rødbyhavn og vær med til at finde så mange forskellige dyr og planter som muligt på 24 timer! #biodiversitet #dknatur #dkpol #dktrp https://t.co/M0GE7sRQ6C","['biodiversitet', 'dknatur', 'dkpol', 'dktrp']",2021-08-22 09:15:13
57,merenaturiDk,Dansk naturfotograf som kæmper for mere vild natur i Danmark.,,275,539,2479,12,"Kødproduktionen kører med 1.100 døde pattegrise i snit i timen. 

Nye tal viser 26.600 døde pattegrise i døgnet, svarende til at hver fjerde gris dør, inden den bliver en måned. @DanJoergensen's mål var at få dødstallet ned på 16% i 2020, men det steg til 23,1%. #dkgreen #dkpol",[],2021-08-22 09:14:39
58,tuxnet1,Tweeting about whatever comes to my mind,Denmark,129,0,4047,0,"@po3ten @karmel80 Når man prædiker for sin religion, må man tage det sure med det søde. #dkpol",['dkpol'],2021-08-22 09:14:04
59,veteran2511,"Veteran “VI SER IKKE TING SOM DE ER, MEN SOM DEM VI ER.” #Unprofor #Uncro #Ifor #Kfor #Oif, Retssikkerhed 🇩🇰🌎🌊 #resist 7 missioner, amatørastrofotograf","Washington, DC",2005,1143,17218,21,"Det her er ikke bare en tragedie, der er ved at udfolde sig. Det her er et svigt uden sammenligning. Jeg skammer mig. Som dansker. Som europæer. Som kvinde. Som mor. Som datter. Som menneske. Det her sker i vores alles navn. Og det kunne være undgået. #dkmedier #dkpol https://t.co/Nk8wXEENKm",[],2021-08-22 09:11:33
60,ReneBredal,"Tweets for egen regning.
”Sproget er som en lygte. Det vi taler om, er det vi bliver i stand til at se”.","København, Danmark",385,129,2353,56,"Jeg fatter ikke, at 30% af danskerne støtter Socialdemokratiet!!🤯

Regeringen vil give kommuner ret til at kræve bankkunders detaljerede kontoudskrifter udleveret. Uden at informere os!

Er der ingen grænser for, hvor meget frihed vi skal frarøves? #dkpol https://t.co/P2P8KCuT58",[],2021-08-22 09:10:45
61,raesondk,"RÆSON er Danmarks uafhængige nyhedsmagasin om politik i ind- og udland, skrevet af politikere, eksperter og journalister. Følg os på http://t.co/F3DWEmKJ","Copenhagen, Denmark",6569,23866,15514,0,"Apropos Afghanistan:

""Vejen til en amerikansk tilbagetrækning fra Afghanistan synes kortere end nogensinde"" af @DavidVestenskov , december 2019 [for abonnenter]: https://t.co/qhAqkGf44e
#dkpol https://t.co/mGDTfs0ZGg",['dkpol'],2021-08-22 09:10:00
62,berlingske,Håndplukkede nyheder siden 1749. Men stadig utroligt frisk. // Berlingske is one of the leading newspapers in Denmark. Published in Copenhagen since 1749.,Danmark,570,150626,105524,0,"Sørine Gotfredsen: Ét svært spørgsmål presser sig på til vores nye kulturminister.

Og vi har virkelig brug for et svar.
#dkpol
https://t.co/mwpmd6NlAr",['dkpol'],2021-08-22 09:09:40
63,VibekeVind,"Twitter om sygdommen ME G93.3 (Myalgisk Encephalomyelitis) med udgangspunkt i science. 
Cand. Scient i Biokemi, Senior Scientist, 'velreguleret' ME-patient.",Profil-billede er fra Esbjerg Ugeavis Bagrundsbilledet er Jennifer Brea fra ME-dokumentarfilmen 'Unrest',63,228,5876,0,"Derfor bør alle tale ME-patienternes sag i DK og #dkmedier bør grave sig ned i materien👇
#covid19dk #dkpol #coronadk https://t.co/JHgiwwOlbC","['dkmedier', 'covid19dk', 'dkpol', 'coronadk']",2021-08-22 09:08:45
64,MagnusMark15,"Roer og Tøjsælger.
Elsker foreningsdanmark.
Politisk Blå.",Aarhus,831,250,473,1,"Sygeplejerskerne er blevet opfordret til at stemme ja til overenskomst 2 gange. 
Sygeplejersken har en god grund til at de mangler medietid. Deres formand.  

 #presselogen #dkpol",[],2021-08-22 09:07:49
65,ForeningenFar,Foreningen Far har fokus på alle børn og hele familien. Kontakt: presse@foreningenfar.dk,københavn,61,672,7499,0,"Filmen Kollision er høj aktuel med forskelsbehandlingen af fædre. Filmen er inspireret af virkelige hændelser fortalt af Foreningen Far https://t.co/7sqYKOt77G
#dkpol #dkmedier @Statsmin @familieretshus @DanskeDomstole @Astridkrag @PHummelgaard @menneskeret @RitzauBorgen #Danmark","['dkpol', 'dkmedier', 'Danmark']",2021-08-22 09:07:47
