,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
67,omsorgnu,FORÆLDREOPRÅB !!!! Der er ikke nok pædagoger i daginstitutionerne. Vi vil have indført minimumsnormeringer NU! #hvorerderenvoksen,Denmark,636,401,1285,0,"@FolaFormand @BUPLFormand @RosenkrantzT @LotteRod @jacobmark_sf @TorstenGejl @JakobSoelvhoej @eva_secher @YdeRikke @dkpol @kommunerne Super, så lad os sammen arbejde henimod, at det bliver i børnehøjde ⭐💛",[],2021-08-12 21:55:08
68,LisaToender,,,555,122,511,38,"Hvis standarden i år 2021 er, at vi kvinder skal være uden former og klæde os som mænd, for at man kan tage os seriøst i politik, så er det en standard, som jeg meget gerne udfordrer. Femininitet og forstand er IKKE hinandens modsætninger. #dkpol",[],2021-08-12 21:53:20
69,SikreSkoler,"Foreningen arbejder for et bedre indreklima og øget sikkerhed i de danske skoler og institutioner for både elever, lærere og pædagoger  især nu under pandemien.","Copenhagen, Denmark",77,71,144,0,SVENSK PANDEMISTRATEGI I DANSKE SKOLER OG INSTITUTIONER? IKKE MED VORES BØRN! #BeskytBørneneModCovid19 #ProtectTheKids #SikreSkoler #COVID19 #dkpol https://t.co/JVkiMI6PxT,"['BeskytBørneneModCovid19', 'ProtectTheKids', 'SikreSkoler', 'COVID19', 'dkpol']",2021-08-12 21:52:04
70,stinelinnemann,Kandidat til borgerrepræsentationen i København for Rolig Revolution 🗳🙋‍♀️ Kunstner og aktivist ❤️ https://t.co/X7IzLgnwpt,København NV,1368,2161,38285,0,@Herr_Nielsen @KHegaard Mikrokosmosset #dkpol er dysfunktionelt.,['dkpol'],2021-08-12 21:50:56
71,pontosen,Introverted Compulsive Thinker. I develop my thinking through #arts and my skills through #Linux #Debian #CloudComputing #LXD https://t.co/zlBy9NSnDO,"Odense, Danmark/Warsaw, Poland",1056,775,36265,0,"Snart vil de kvinder medlemmer af de radikale, sikkert også blive anklaget for sexisme. Vi skal bekæmpe kvindehad og reel sexisme, men den ideologiske sexisme kan ingen vinde. #dkpol",['dkpol'],2021-08-12 21:50:45
72,HjalteOlsen,"Journalist, writer, wanderer, idler - mostly South Asia, SE Asia & Southern Africa / hjalteolsen@gmail.com (0045)26180581","Copenhagen, Denmark",1921,880,6807,0,"Tænk, at vi har politikere i dette land (voksne mennesker), som i ramme alvor troede, at Vesten kunne indføre sit verdensbillede i Afghanistan. Grotesk, ahistorisk og arrogant over alle grænser. Ping @sorenpind og co. #dkpol #dkforsvar #dkmedier https://t.co/EriApxe8wz","['dkpol', 'dkforsvar', 'dkmedier']",2021-08-12 21:50:23
73,Sune_Gordon,Cut the crap,"Syddanmark, Danmark",1465,65,1090,0,"Det må være nogle vilde fester de holder sig hos de Radikale.

#dkpol",['dkpol'],2021-08-12 21:48:47
74,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@HanziVon @Plidderpludder1 @tv2newsdk Først… LOL :-D

Den såkaldte “whistleblower” - som du kaldte “Trumps egne” var den mand på billede; en Trump modstander. Også DET faldt til jorden.
 
Men noget for noget? Biden som fik Ukrainsk anklager fyret &amp; praler om det her?

https://t.co/j5f73xv98o

#dkpol #dkmedier #uspol https://t.co/iVuuRCvZ4i","['dkpol', 'dkmedier', 'uspol']",2021-08-12 21:48:42
75,pontosen,Introverted Compulsive Thinker. I develop my thinking through #arts and my skills through #Linux #Debian #CloudComputing #LXD https://t.co/zlBy9NSnDO,"Odense, Danmark/Warsaw, Poland",1056,775,36265,0,"Spørgsmålet er om de radikale med deres fanatiske tilgang til sexisme, har gravet deres egen grav og en efter en mister indflydelse og relevans. Der findes uden tvivl sexisme, men den radikale tolkning, kan end deres egne ikke leve op til. #dkpol",['dkpol'],2021-08-12 21:48:32
76,Atlanta11286,"Formerly known as champ, blandt andet ved de paralympiske lege i Atlanta 1996. Nu projektansvarlig i Dansk Blindesamfund med særligt fokus på børn og unge.","København, Danmark",112,70,899,14,"Studerende med handicap er allerede bagud 2-0 når der skal søges job efter uddannelse - bl.a. pga. manglende erhvervserfaring under studiet. V's forslag er usympatisk for mange, men særligt dimittender med handicap bliver ramt drøn hårdt #uddpol #dkpol https://t.co/I5BFrGhF9J",[],2021-08-12 21:44:48
77,KrigerenDK,Netavis med militære/ forsvars relaterede opdateringer. Mail : info@krigeren.dk,Denmark,471,1853,3251,0,"Regeringen præsenterer fredag en ny forsvarsstrategi, der skal være med til at styrke samarbejdet mellem Forsvarsministeriet og den danske forsvarsindustri.
https://t.co/nXo4IO4Gic #dkpol #dkforsvar","['dkpol', 'dkforsvar']",2021-08-12 21:43:57
78,HettingClaus,"""Three things remain not long hidden: The Sun, the Moon, and the Truth.""
Journalist, tech expert, engineer, aerospace grad.",Denmark,2255,2721,15799,11,"3/n. Der er brug for en hurtig systematisk undersøgelse af D-dimer profil efter vaccination for alle de betinget godkendte vacciner. F.eks. Baseline før, +1, +2, +3, +5,+7, +10, +14, +21 dage.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 21:43:11
79,HettingClaus,"""Three things remain not long hidden: The Sun, the Moon, and the Truth.""
Journalist, tech expert, engineer, aerospace grad.",Denmark,2255,2721,15799,47,"1/n. Det er en skandale, at der ikke er udført en systematisk undersøgelse af koagulationssystemsaktivering før vaccinegodkendelserne. - Og at de regulatoriske myndigheder har godkendt vaccinerne på trods af det.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-12 21:42:52
80,x01rose,"Kæmper for et samfund, der tager sig af dem der gerne vil, men ikke kan klare sig selv, (Sygdom, ledighed, handicap). Så må fællesskabet træde til, og hjælpe.",,1140,1499,91311,0,"Ringberg efter Hegaard-exit: @radikale står nu som det parti i Folketinget, der er hårdest ramt af MeToo-sager'. Det er de nok, men det er så sandelig, deres helt egen skyld. Dobbelt moralen driver ned af væggene, i det parti! #dkpol https://t.co/BfEe7rY52E",['dkpol'],2021-08-12 21:41:52
81,maybeyour2ndmom,Support indigenous resistance! Zapatista! Free Palestine!,Aarhus,193,52,1606,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",[],2021-08-12 21:41:26
82,saesonkort,Sandhedsprædikant og den enøjet konge i de blindes rige! Glødende & blødende #BrøndbyIF sæsonkortholder siden 1994 💛💙,GSV Nord Enklaven,103,102,1497,0,"Ærligt talt; så forstår jeg ikke, at man som kvinde ikke bare træder 2 skridt tilbage, hvis man er i selskab med en svært beruset og handicappet numsegramser i en kørestol. #dkpol https://t.co/SgChLSIK7s",['dkpol'],2021-08-12 21:40:53
83,vadsten,"Smølf og mor. Nådesløs furie. Syvsover, meningsmaskine, bolværksmatros, https://t.co/0Xw3X9KIB7, feminist, enhedslister.",Denmark,4997,2810,46625,3,"2/2
... vi i virkeligheden burde tale meget mere om dem, der udleder mest CO2 - det har @venstredk dog ikke den store interesse i, for så vil samtalen unægteligt komme til at handle om V’s sponsorer i landbrugsindustrien ... og det kan vi jo ikke ha’, vel?
#dkpol",[],2021-08-12 21:38:47
84,dr2deadline,Udfordrende og overraskende perspektiver på dagens og tidens væsentligste historier. Debat: Vi følger DRs retningslinjer for etik på sociale medier,deadline@dr.dk - +45 3520 4952,1692,115249,15082,2,"Man kan selvfølgelig ikke tage alle hjem, der har brug for det, siger @annette_lind efter kritik af Tolkeaftalen. #dkpol https://t.co/81s7MNc3cJ",['dkpol'],2021-08-12 21:35:59
85,gastronautdk,"Social Media, Gastronomy, Politics, Journalism, green liberal socialist 😅 Fagjournalist-stud, kok, vaccineret, selvstændig. Folketingskandidat på Fyn for R.",Odense,438,276,6830,0,"@m_reippuert @FriisJan @R4nd4hl ""Upassende optrædende"" ... Og KH trækker sig straks fra sin post. 
NK: reel voldtægt ... ""Jeg tager lige en ferie og så snakker vi ikke mere om det ... Og hvis vi gør sagsøger jeg"" #dkpol",['dkpol'],2021-08-12 21:35:09
86,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",[],2021-08-12 21:34:03
87,pelledragsted,Demokratisk Socialist. tidl MF. Forfatter til Nordisk Socialisme. Democratic Socialist - former MP. Author of Nordisk Socialisme.,Danmark,2875,29320,29489,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",[],2021-08-12 21:33:27
88,HelleHolm,Social justice mage,Copenhagen,207,65,159,0,"Tjek tråden her og se, hvor orkestreret opbakning til V's asociale forslag er fra hele lobbyisthæren. Så pinligt, hvor mange der er klar på at senge klimaregningen videre til næste generation. #dkpol https://t.co/HZUWCTeiw0",['dkpol'],2021-08-12 21:32:41
89,2900Ida,Halløj på badehotellet,,27,0,47,1,"Kære kvinder, hvis I har den indlysende korrekte holdning, at I ikke skal bedømmes på jeres udseende, men det I siger og gør, så lad være at gøre det med andre. Inklusive Pernille Vermund. Tak. #dkmedier #dkpol",[],2021-08-12 21:32:00
90,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,1,"https://t.co/p9wtXgzhKh
#dkpol RV er gået forrest i kamp mod krænkende adfærd.En retsordfører der siger ét, men gør noget andet.Det viser hvor syg kulturen er blevet. Retorik &amp; hadefulde angreb har det heller ikke godt.Hvor meget har adfærd påvirket deres vælgere i samme retning?",['dkpol'],2021-08-12 21:31:31
91,MarkHBeanland,Twitter-pacifist. Tweets for egen regning! +45 31 789 750,Copenhagen,577,627,2470,0,"Tja, jeg konkluderer, at det nok heller ikke er blandt de unge, @venstredk tænker at hente nye vælgere. Spændende hvor de så vil finde dem. #dkpol",['dkpol'],2021-08-12 21:30:56
92,AlexanderGrandt,Vicedirektør i @Cevea. Kvidrer om politik og samfundsudvikling. 💻 agp@cevea.dk 📱+45 41 40 00 33,,1322,2927,4760,16,"Det er en meget dårlig idé at svække dagpengesystemets solidaritet. Mange ledige dimittender ser ikke dagpengesystemet igen, men står i a-kassen og bidrager til flexicurity og sikkerhed for andre med større ledighedsrisiko. Vi skal ikke sende de stærke ud af A-kassen. #dkpol",['dkpol'],2021-08-12 21:30:40
93,Uggla100,,Denmark,1578,706,64489,1,"Vindfrikadeller og vind i sommerhåret - @PCollignon og @TomJensen1966 forherligende omfavnelse af Vermund vidner om det borgerlige Danmarks totale deroute og desperation. Det er godt nok trist, for det borgerlige grundlag har så meget at byde på #dkpol https://t.co/aFhzOaSEmD",[],2021-08-12 21:30:25
94,micminter,"Head of Programme, Future Food @concitoinfo | Øresund citizen tweeting on #dkgreen #dkfood | mm@concito.dk, +45 26166414",Malmö / Copenhagen,1118,2457,10793,0,"@venstredk @JakobEllemann Kæmpe brøler at udpege en bestemt gruppe som dem, der skal betale for den grønne omstilling. Al politik er klimapolitik, og vi alle kommer forhåbentlig til at bidrage og høste gevinsterne på en eller anden måde. Hæver gerne mit bidrag, hvis det bruges fornuftigt #dkgreen #dkpol","['dkgreen', 'dkpol']",2021-08-12 21:30:00
95,GormT,"Uddannet tømrer men ikke praktiserende. Laver så meget andet, mest internationalt.","Capital Region, Denmark",216,199,8647,0,"#dkpol jeg håber gennemsnitslønnen for de Afghanske tolke er større en de 42.000 sygeplejerskerne får, så de har råd til en flybillet ud af landet med deres familie.
Men destinationen skal jo nok ikke være DK !!!!",['dkpol'],2021-08-12 21:29:59
96,dr2deadline,Udfordrende og overraskende perspektiver på dagens og tidens væsentligste historier. Debat: Vi følger DRs retningslinjer for etik på sociale medier,deadline@dr.dk - +45 3520 4952,1692,115249,15082,1,"De bliver stadig ladt i stikken, siger @silberg_mads, der ikke har meget tiltro til tolkeaftalen. #dkpol https://t.co/oRsSM3FA8D",['dkpol'],2021-08-12 21:29:57
97,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen Medierne skriver ubønhørligt og helt uproportionelt meget om “klima”-udfordringen. De skriver nok også for meget om corona - men nuvel.

Danmark kan ikke påvirke klimaet målbart. Danmark udleder mindre end 0,10% af global CO2. Og mindre CO2 pr indbygger end Kina.

#dkpol #dkgreen https://t.co/N2Y7aR4WME","['dkpol', 'dkgreen']",2021-08-12 21:29:55
98,ClausElling,Formand for Byggegruppen i 3F og Formand for BAT kartellet,,80,107,55,6,Det er vel ikke umuligt for kvikke byggevirksomheder at lokke nogen af dem tilbage. #mangelpåarbejdskraft #brughandlekraften #dkpol https://t.co/OjMiKjPfZi,['mangelpåarbejdskraft'],2021-08-12 21:29:23
99,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen Men det er jo to vidt forskellige problemstillinger? Corona er/var en krise - noget vi ikke vidste hvormange ville dø af og som vi forhåbentlig kunne gøre noget i forhold til.

“Klima” er ikke en krise, men en udfordring. Ikke noget Danmark kan gøre noget ved.

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-12 21:27:06
100,BoelleKroelle,"Sosse samt ungdomssosse til det kradser. Hvis du finder min holdning forkert, så er det dig der har et problem. 📱: 29173239",,1564,82,1569,0,Fuck hvor må det være sjovt at være til @radikale’s fester hvor man bare står som stille og ikke må røre det modsatte køn #dkpol,['dkpol'],2021-08-12 21:27:00
101,HjalteOlsen,"Journalist, writer, wanderer, idler - mostly South Asia, SE Asia & Southern Africa / hjalteolsen@gmail.com (0045)26180581","Copenhagen, Denmark",1921,880,6807,1,"Vindfrikadeller og vind i sommerhåret - @PCollignon og @TomJensen1966 forherligende omfavnelse af Vermund vidner om det borgerlige Danmarks totale deroute og desperation. Det er godt nok trist, for det borgerlige grundlag har så meget at byde på #dkpol https://t.co/aFhzOaSEmD",['dkpol'],2021-08-12 21:26:12
102,BoMohr,,,200,220,11061,4,"Nye Borgerlige og Pernille Vermunds strategi er ikke at lokke ""kunder i biksen"" gennem sexede billeder.

Det er deres strategi at få det bedrevidende og moraliserende Politiken-segment på nakken, så NB fremstår som en modpol til tidens moralpoliti. 

Altid med succes.

#dkpol",[],2021-08-12 21:24:42
103,Terry230784,Denmark - Christian country in thousand years and democratic in 169 years - lets keep it that way.,,972,173,5538,2,"#dkmedier tager selvfølgelig ikke fat i det vigtigste: 

At @sofiecn igen har holdt hånden over en krænker (partiets egen definition) 

@radikale @PRESSELOGEN @journalistendk @KHegaard @martinlidegaard 

#dkpol https://t.co/9P6j25E1jZ",['dkmedier'],2021-08-12 21:22:49
104,BPorsild,Followers are fakes  #freespeech #liberalscience #opensociety #innovation,Copenhagen,162,445,71,0,"@KHegaard jeg respekterer din beslutning. Mere direkte og konsekvent end andre politikeres. Men 'at man er så fuld, at man intet kan huske'? Som politiker?  Sender et diskutabelt signal om hvem politikere er i DK. OG til unge mennesker - ikke kun om politikere. #dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-12 21:22:34
105,Terry230784,Denmark - Christian country in thousand years and democratic in 169 years - lets keep it that way.,,972,173,5538,2,"Flere journalister / medier er nu ude at finde på undskyldninger og bortforklaringer for @KHegaard og @radikale 

De afslører, som de radikale, kun sig selv 

#dkpol #dkmedier https://t.co/1VIY9lm11z",[],2021-08-12 21:21:00
106,derridaddy,"Grad Student, Philosopher, Philologist, and Writer on Pragmatics, Hermeneutics, Deconstruction, the History of Scandinavian Thought 
*Frequent Shitpost Warning",Noumenal Realm,207,144,1315,3,"Det er en uskik, at der ikke er arbejde til dygtige unge der har gidet uddanne sig og gøre vores samfund rigere. Jeg tror ikke der er NOGEN der ser arbejdsløshed efter mange års studier som en belønning. #dkpol https://t.co/sIvZIeibn1",[],2021-08-12 21:19:29
107,BoMohr,,,200,220,11061,23,"Det er da helt utroligt, at Pernille Vermund tror, at hun kan blive statsminister ved at vise sig med tøj på.

#dkpol https://t.co/49dkGV9K8X",['dkpol'],2021-08-12 21:17:51
108,CIMadsen,Writes about Sustainable Development & Climate Change. Thesis on barriers for sustainable consumption. Writer for @klimanyt,"Copenhagen, Denmark",2213,1041,3871,1,"Den nye rapport siger ikke at 1,5° sværere at nå, end hvad IPCC tidligere har sagt. Faktisk er der næsten ikke noget nyt i rapporten. 

IPCC har sagt det samme i 30 år. Derfor får jeg splat af div. #dkpol der slet ikke kan være i sig selv over hvor grelle forudsigelserne nu er 😱",[],2021-08-12 21:17:20
109,indiskutabelt,Mig,,18,2,11,0,@tv2politik Det er vel ikke et tab - mere en nødvendig udrensning. Vi ønsker vel ikke flere svin i dansk politik #dkpol eller er det ok at opføre sig på denne måde.,['dkpol'],2021-08-12 21:17:03
110,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@pcgreenddalgi Sverige (eller fx Frankrig) har en væsentligt (men stadig helt ubetydelig for klimaet) mindre CO2-udledning end fx Danmark. Sverige (og Frankrig) har samtidig en langt mere konk.dyg/lav energipris. Hvorfor? Fordi de har atomkraft. Meget mere foregangslandsagtigt!

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-12 21:16:34
111,kent_olesen,Stor tilhænger af kritisk journalistik og fri presse. Radio24syv’er. ❤️ Stationschef for 3 betonværker i Østjylland.,Bjerringbro,136,80,1481,2,"@tv2newsdk Endnu et pletskud fra journalist-soldaterne. Hvorfor spørger I ikke: Når det ikke er muligt at opnå flokimmunitet med vacciner, hvorfor skal de unge så risikere en kun nødgodkendt vaccine? Nej, de får ikke særligt ofte senfølger, nej de har ikke brug for den selv. #dkpol #covid",[],2021-08-12 21:15:57
112,Brittaknudby,"Journalist, pensioneret før tid pga. crap helbred. Politik, bøger, film & TV. Vild med sport, Tottenham og Viborg. Empatisk. Kaffe & Chokolade = ❤️","Viborg, Danmark",2189,634,16023,9,"Jeg er trist over at se @KHegaard stoppe, selvom jeg godt forstår og er enig i hans ræsonnement.

Men han får point for den her del: ""Jeg er hverken syg eller stresset. Derfor har jeg ikke planer om at søge orlov. Men udtræder af Folketinget.""

Det kunne mange i #dkpol lære af.",[],2021-08-12 21:14:54
113,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@pcgreenddalgi Men tallene du citerer er ikke korrekte og tallene i artiklen (fra en eller anden rapport som opfinder “CO2-aftryk” - ikke udledning - fra 2007!) er ikke sammelignelige.

Det er en grundløs selvovervurdering at Danmark skulle være “foregangsland”. For hvem?

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-12 21:14:12
114,ThiasKronhjort,Tech is the thing!  🤓🦌 Dream Big 🚀 I also tweet in English! Ophavsmand til “ADHD PODCASTEN” 🎧🎤 Medlem af @adhdforeningen 💬,,911,971,32940,0,@MathisBerg @Jach1 @jonasholmdk Problemet er også - udfra det jeg har hørt - at de ladesteder man har oprettet (som ikke er Tesla) ikke gør det umuligt at holde der hvis du ikke skal oplade din bil. Dvs en benzin bil kan tage pladsen uden nogen former for konsekvens. Det må og skal der laves om på via #dkpol,['dkpol'],2021-08-12 21:13:27
115,JakobUni,Suppleant til Europaparlamentet for (S). Gymnasielærer til hverdag. Kommenterer mest som mig selv. Brøndby fan.,"København, Danmark",694,361,4220,8,"60 pct. af topcheferne i landets største virksomheder i @berlingske's Toplederpanel mener, at de er kommet styrket eller meget styrket gennem coronakrisen. Det er bl.a. et resultat af kompensationspakkerne og en stærk finanspolitisk indsats💪#dkpol
 
https://t.co/RH7UiLmvqj https://t.co/UCea1vMNZ8",[],2021-08-12 21:12:56
116,fanny_knoll,"Social Liberal og pædagog. Socialpolitik, integrationspolitik, asylpol og mennesker med ekstra behov. Twitter om det der koger - i mig og min habitus","Nørrebro, København, Denmark",369,173,1627,0,"Jeg er faktisk ligeglad med hvad der end er foregået. @KHegaard har erkendt at han har dummet sig. Det er godt nok til mig. Hvad der gør virkelig ondt er, at Hegaards føler sig tvunget til at stoppe. Dét er et tab. For partiet og for Danmark. #dkpol

https://t.co/S9X4s11D9N",['dkpol'],2021-08-12 21:11:52
117,viggo1986,"Danish by all my heart. Foragter begærlighed, uretfærdighed, udnyttelse af andre, fanatisme og ideologien i Koranen. Holder af livet, medm.lighed, samf.forhold","sydhavsøerne v/""havet"" ",1354,1090,65226,1,Bekymrende nyt: Aktierne på de to mest førende vaccineselskaber 📉 #dkpol #VaccineDK #CoronaDK  https://t.co/CEfcgSzj6W,"['dkpol', 'VaccineDK', 'CoronaDK']",2021-08-12 21:11:26
118,BEsbensen,"Random dude på Twitter, Tekstforfatter, tidl. debattør og journalist",Kontakt: esbensenb@gmail.com,1787,4090,19332,4,"35.000.000.000.000... rigere. Altså 35.000.000.000.000 rigere end de allerede var. Det er simpelthen så perverst. Det er lige før man tænker: 'Nu gider jeg faktisk ikke mere snak; lad os finde høtyvene frem'. 
#dkoeko #dkfinans #dkaid #capitalism #inequality #dkpol","['dkoeko', 'dkfinans', 'dkaid', 'capitalism', 'inequality', 'dkpol']",2021-08-12 21:10:33
119,AliSufiDK,Har repræsenteret ‘kulturen’ til kulturen ikke havde behov for en repræsentant | 🇩🇰 Anti-system 🏴,"København, Danmark",2156,2796,47973,1,Bekymrende nyt: Aktierne på de to mest førende vaccineselskaber 📉 #dkpol #VaccineDK #CoronaDK  https://t.co/CEfcgSzj6W,"['dkpol', 'VaccineDK', 'CoronaDK']",2021-08-12 21:10:13
120,Terry230784,Denmark - Christian country in thousand years and democratic in 169 years - lets keep it that way.,,972,173,5538,1,"Hvad er det der foregår i vores land. Nu må i på venstrefløjen sgu lige spænde hjelmen , og slå de små grå til snart.😡Vi har et flag i Danmark og det er rødt og hvidt. #dkpol https://t.co/nPgJR86nc5",[],2021-08-12 21:09:49
121,tselsmark,I will do everything i can to fight evilness towards animals and nature,Denmark,4993,2287,74968,12,"Hverken landmandens økonomi, Danmarks klimaregnskab eller dyrevelfærden hænger sammen, så skulle vi ikke skynde os at plukke denne lavthængende frugt og omgående stoppe al produktion af smågrise til eksport, @RasmusPrehn? @Spolitik #dkpol #dkgreen 
https://t.co/sKOCvgm0rN",[],2021-08-12 21:09:10
122,Zinckjo,Indbygger i DK. Bliver mere og mere opmærksom på det store i det små. Elsker vindtørret vasketøj. Lad os sammen høre jorden dreje: stille - stille.,København,586,606,12438,5,"Hvad #MeToo angår, så er det @radikale parti smæk fyldt med rådne 🍎og formanden har også en stor andel i skandalerne. #dkpol https://t.co/69naXM4kgV","['MeToo', 'dkpol']",2021-08-12 21:08:50
123,flo_lotte,"Jeg arbejder med Marketing - Customer Experince, Dialog & Digital på B2B markedet.","København, Danmark",107,38,241,55,Troede ved første øjekast at den nye aftale om afghanske ansatte var god. Men det er den ikke. For den hjælper stadig ikke de tolke vi havde med ude på vores patruljer. Det er usselt. I Danmark lader vi folk i stikken. #dkpol https://t.co/CRKTTWmEO2,[],2021-08-12 21:07:22
124,fedtmandspa,"cd-samlende, gamende, rød men ikke woke.. Givetvis ikke den store diplomat..",,59,55,8733,0,"Det er meget enkelt. Blå blok vil gerne slagte det sociale sikkerhedsnet, for så kan deres rige velgørerer nemmere sænke lønningerne og maksimere fortjenesten. #dkpol",['dkpol'],2021-08-12 21:06:58
125,AllanVH,"hvid mand 50. så pr def. privilegeret, sexistisk og hyggeracist. så er du advaret.","Nyborg, Danmark",271,25,728,23,"Det er da helt utroligt, at Pernille Vermund tror, at hun kan blive statsminister ved at vise sig med tøj på.

#dkpol https://t.co/49dkGV9K8X",['dkpol'],2021-08-12 21:05:42
126,edtwodth,"Partiløs Borgerlig. Stifter af @danmarksfremtid. Går ind for grundlov, retsstat og demokrati. Lighed for loven. Danske værdier. Tlf 31212699","Herning, Denmark",1549,775,118955,0,"Man kan altid regne med neutral dækning fra #statsmedier 

@DRNyheder 

#dkpol #dkmedier https://t.co/NRczL031gc","['statsmedier', 'dkpol', 'dkmedier']",2021-08-12 21:05:35
127,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,3,"Det er en uskik, at der ikke er arbejde til dygtige unge der har gidet uddanne sig og gøre vores samfund rigere. Jeg tror ikke der er NOGEN der ser arbejdsløshed efter mange års studier som en belønning. #dkpol https://t.co/sIvZIeibn1",[],2021-08-12 21:05:14
128,edtwodth,"Partiløs Borgerlig. Stifter af @danmarksfremtid. Går ind for grundlov, retsstat og demokrati. Lighed for loven. Danske værdier. Tlf 31212699","Herning, Denmark",1549,775,118955,38,"Hvis standarden i år 2021 er, at vi kvinder skal være uden former og klæde os som mænd, for at man kan tage os seriøst i politik, så er det en standard, som jeg meget gerne udfordrer. Femininitet og forstand er IKKE hinandens modsætninger. #dkpol",[],2021-08-12 21:04:43
129,BEsbensen,"Random dude på Twitter, Tekstforfatter, tidl. debattør og journalist",Kontakt: esbensenb@gmail.com,1787,4090,19332,2,"Det er i den her kontekst at V vil have DP-modtagere til at betale klimaregningen. Og - ligeså vigtigt - i den kontekst at @Spolitik ikke kan finde ud af, at rykke på hverken klima el. velfærd, for 'hvor skal pengene komme fra?'. https://t.co/EA9tvx38OF #dkgreen #dkpol","['dkgreen', 'dkpol']",2021-08-12 21:04:25
130,transceiverfreq,"xi=aixi'-(d+ai0+ai1)xi+rxi(fi-Φ ) | Freelance Research | Infosec | Professional 10th woman | Websnedker | 微博：zzz大梦想家 ☆ [Videnskab, klima & ugens kortfilm]","Frederiksberg, Denmark",340,1088,44937,0,"@RunestenConsult Man skulle ikke tro at de borglige kunne blive mere menneskefjendske.. Men... Shit min lede ved #dkpol, er efterhånden så dyb, som et sort hul..",['dkpol'],2021-08-12 21:04:18
131,AllanVH,"hvid mand 50. så pr def. privilegeret, sexistisk og hyggeracist. så er du advaret.","Nyborg, Danmark",271,25,728,38,"Hvis standarden i år 2021 er, at vi kvinder skal være uden former og klæde os som mænd, for at man kan tage os seriøst i politik, så er det en standard, som jeg meget gerne udfordrer. Femininitet og forstand er IKKE hinandens modsætninger. #dkpol",[],2021-08-12 21:03:22
132,maiaohoh,,"Brøndby, Danmark",75,34,693,3,"Det er en uskik, at der ikke er arbejde til dygtige unge der har gidet uddanne sig og gøre vores samfund rigere. Jeg tror ikke der er NOGEN der ser arbejdsløshed efter mange års studier som en belønning. #dkpol https://t.co/sIvZIeibn1",[],2021-08-12 21:03:12
133,Nikolaj_B94,,,22,34,255,12,"Nej. Det er sexismen, der er gået over gevind. Ikke sexisme-snakken. For der mangler sexisme-handling.  #dkpol https://t.co/KwoSHdQLOK",['dkpol'],2021-08-12 21:02:09
